energy_trace,power_distribution,workflow,c_value,deadline_factor,shift_mode,task_ordering,AVERAGE_of_brown_energy_used,AVERAGE_of_green_energy_used,AVERAGE_of_makespan,AVERAGE_of_workflow_stretch
trace-1,gaussian,cycles,0.5,8,left,runtime_ascending,0.0000007596,2718358.17778286,45039.9,45039.9
trace-1,gaussian,cycles,0.5,8,none,energy,0.0000000498,2718358.17778312,100981,100981
trace-1,gaussian,cycles,0.5,8,none,power,0.0000004856,2718358.17778214,97976.4,97976.4
trace-1,gaussian,cycles,0.5,8,none,runtime,0.0000003045,2718358.17778305,100981,100981
trace-1,gaussian,cycles,0.5,8,none,runtime_ascending,0.0000008106,2718358.17778318,100983,100983
trace-1,gaussian,cycles,0.5,8,right-left,energy,0.0000000204,2718358.17778177,52782.4,52782.4
trace-1,gaussian,cycles,0.5,8,right-left,power,0.0000004856,2718358.1777824,49762.9,49762.9
trace-1,gaussian,cycles,0.5,8,right-left,runtime,0.0000002644,2718358.1777819,52782.4,52782.4
trace-1,gaussian,cycles,0.5,8,right-left,runtime_ascending,0.0000007967,2718358.17778265,52783.2,52783.2
trace-1,gaussian,cycles,0.8,2,left,energy,4846.6582029985,2713511.51958036,23656.6,23656.6
trace-1,gaussian,cycles,0.8,2,left,power,0.000000562,2718358.17778215,23831.1,23831.1
trace-1,gaussian,cycles,0.8,2,left,runtime,3564.1191248511,2714794.05865905,23573.2,23573.2
trace-1,gaussian,cycles,0.8,2,left,runtime_ascending,0.0000007581,2718358.17778286,23100.8,23100.8
trace-1,gaussian,cycles,0.8,2,none,energy,9564.1131905157,2708794.06459247,35769.2,35769.2
trace-1,gaussian,cycles,0.8,2,none,power,0.000000562,2718358.17778206,30676.6,30676.6
trace-1,gaussian,cycles,0.8,2,none,runtime,9564.1131906594,2708794.06459251,35666,35666
trace-1,gaussian,cycles,0.8,2,none,runtime_ascending,0.0000008066,2718358.17778319,31504,31504
trace-1,gaussian,cycles,0.8,2,right-left,energy,0.000000958,2718358.17778285,23716.6,23716.6
trace-1,gaussian,cycles,0.8,2,right-left,power,0.000000562,2718358.17778251,23831.1,23831.1
trace-1,gaussian,cycles,0.8,2,right-left,runtime,0.0000010594,2718358.17778293,23633.2,23633.2
trace-1,gaussian,cycles,0.8,2,right-left,runtime_ascending,0.0000007929,2718358.17778265,23896.2,23896.2
trace-1,gaussian,cycles,0.8,4,left,energy,0.0000011261,2718358.17778314,20550,20550
trace-1,gaussian,cycles,0.8,4,left,power,0.0000007309,2718358.17778235,27688.8,27688.8
trace-1,gaussian,cycles,0.8,4,left,runtime,0.0000011307,2718358.17778314,20550,20550
trace-1,gaussian,cycles,0.8,4,left,runtime_ascending,0.0000008781,2718358.17778311,21030,21030
trace-1,gaussian,cycles,0.8,4,none,energy,41007.7506787841,2677350.42710439,86740,86740
trace-1,gaussian,cycles,0.8,4,none,power,22773.8656421267,2695584.31214067,73961.8,73961.8
trace-1,gaussian,cycles,0.8,4,none,runtime,41007.7506790357,2677350.42710449,86740,86740
trace-1,gaussian,cycles,0.8,4,none,runtime_ascending,21966.5704267433,2696391.60735725,86740,86740
trace-1,gaussian,cycles,0.8,4,right-left,energy,0.0000010973,2718358.17778307,20610,20610
trace-1,gaussian,cycles,0.8,4,right-left,power,0.0000007309,2718358.17778271,27688.8,27688.8
trace-1,gaussian,cycles,0.8,4,right-left,runtime,0.0000010973,2718358.17778307,20610,20610
trace-1,gaussian,cycles,0.8,4,right-left,runtime_ascending,0.0000010973,2718358.17778307,20610,20610
trace-1,gaussian,cycles,0.8,8,left,energy,0.0000011261,2718358.17778314,20550,20550
trace-1,gaussian,cycles,0.8,8,left,power,0.0000005162,2718358.17778201,50426,50426
trace-1,gaussian,cycles,0.8,8,left,runtime,0.0000011307,2718358.17778314,20550,20550
trace-1,gaussian,cycles,0.8,8,left,runtime_ascending,0.0000007291,2718358.17778289,48744.9,48744.9
trace-1,gaussian,cycles,0.8,8,none,energy,880.6442666595,2717477.5335165,173480,173480
trace-1,gaussian,cycles,0.8,8,none,power,63169.0101258302,2655189.16765644,117786.7,117786.7
trace-1,gaussian,cycles,0.8,8,none,runtime,880.6442669268,2717477.53351643,173480,173480
trace-1,gaussian,cycles,0.8,8,none,runtime_ascending,0.0000007834,2718358.1777832,113333,113333
trace-1,gaussian,cycles,0.8,8,right-left,energy,0.0000010973,2718358.17778307,20610,20610
trace-1,gaussian,cycles,0.8,8,right-left,power,0.0000005162,2718358.17778238,50426,50426
trace-1,gaussian,cycles,0.8,8,right-left,runtime,0.0000010973,2718358.17778307,20610,20610
trace-1,gaussian,cycles,0.8,8,right-left,runtime_ascending,0.0000007744,2718358.17778266,57723.2,57723.2
trace-1,gaussian,genome,0,2,left,energy,0.0000000354,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,2,left,power,0.0000000971,6639216.98220161,21469,21469
trace-1,gaussian,genome,0,2,left,runtime,0.0000000233,6639216.98220096,21469,21469
trace-1,gaussian,genome,0,2,left,runtime_ascending,0.0000001536,6639216.98220191,21469,21469
trace-1,gaussian,genome,0,2,none,energy,0.0000000537,6639216.98220129,21469,21469
trace-1,gaussian,genome,0,2,none,power,63464.3883175517,6575752.59388415,21469,21469
trace-1,gaussian,genome,0,2,none,runtime,0.0000000356,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,2,none,runtime_ascending,173063.95824018,6466153.02396189,21469,21469
trace-1,gaussian,genome,0,2,right-left,energy,0.0000000392,6639216.98220167,21469,21469
trace-1,gaussian,genome,0,2,right-left,power,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0,2,right-left,runtime,0.0000000356,6639216.98220168,21469,21469
trace-1,gaussian,genome,0,2,right-left,runtime_ascending,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0,4,left,energy,0.0000000354,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,4,left,power,0.0000000971,6639216.98220161,21469,21469
trace-1,gaussian,genome,0,4,left,runtime,0.0000000233,6639216.98220096,21469,21469
trace-1,gaussian,genome,0,4,left,runtime_ascending,0.0000001536,6639216.98220191,21469,21469
trace-1,gaussian,genome,0,4,none,energy,0.0000000537,6639216.98220129,21469,21469
trace-1,gaussian,genome,0,4,none,power,63464.3883175517,6575752.59388415,21469,21469
trace-1,gaussian,genome,0,4,none,runtime,0.0000000356,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,4,none,runtime_ascending,173063.95824018,6466153.02396189,21469,21469
trace-1,gaussian,genome,0,4,right-left,energy,0.0000000392,6639216.98220167,21469,21469
trace-1,gaussian,genome,0,4,right-left,power,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0,4,right-left,runtime,0.0000000356,6639216.98220168,21469,21469
trace-1,gaussian,genome,0,4,right-left,runtime_ascending,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0,8,left,energy,0.0000000354,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,8,left,power,0.0000000971,6639216.98220161,21469,21469
trace-1,gaussian,genome,0,8,left,runtime,0.0000000233,6639216.98220096,21469,21469
trace-1,gaussian,genome,0,8,left,runtime_ascending,0.0000001536,6639216.98220191,21469,21469
trace-1,gaussian,genome,0,8,none,energy,0.0000000537,6639216.98220129,21469,21469
trace-1,gaussian,genome,0,8,none,power,63464.3883175517,6575752.59388415,21469,21469
trace-1,gaussian,genome,0,8,none,runtime,0.0000000356,6639216.98220131,21469,21469
trace-1,gaussian,genome,0,8,none,runtime_ascending,173063.95824018,6466153.02396189,21469,21469
trace-1,gaussian,genome,0,8,right-left,energy,0.0000000392,6639216.98220167,21469,21469
trace-1,gaussian,genome,0,8,right-left,power,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0,8,right-left,runtime,0.0000000356,6639216.98220168,21469,21469
trace-1,gaussian,genome,0,8,right-left,runtime_ascending,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0.5,2,left,energy,0.0000000316,6639216.98220131,25941,25941
trace-1,gaussian,genome,0.5,2,left,power,0.0000000738,6639216.98220163,24975.6,24975.6
trace-1,gaussian,genome,0.5,2,left,runtime,0,6639216.98220098,25941,25941
trace-1,gaussian,genome,0.5,2,left,runtime_ascending,0.0000001804,6639216.98220189,23839.8,23839.8
trace-1,gaussian,genome,0.5,2,none,energy,0.0000001058,6639216.98220124,32841,32841
trace-1,gaussian,genome,0.5,2,none,power,0.0000001564,6639216.98220191,31131.6,31131.6
trace-1,gaussian,genome,0.5,2,none,runtime,0.0000000213,6639216.98220133,32649,32649
trace-1,gaussian,genome,0.5,2,none,runtime_ascending,2558.6338784636,6636658.34832324,35253.3,35253.3
trace-1,gaussian,genome,0.5,2,right-left,energy,0.0000000243,6639216.98220168,27059,27059
trace-1,gaussian,genome,0.5,2,right-left,power,0.0000000738,6639216.98220164,26748.8,26748.8
trace-1,gaussian,genome,0.5,2,right-left,runtime,0.0000000088,6639216.9822017,28177,28177
trace-1,gaussian,genome,0.5,2,right-left,runtime_ascending,0.0000001292,6639216.98220158,24201.6,24201.6
trace-1,gaussian,genome,0.5,4,left,energy,0.0000000293,6639216.98220131,50896.2,50896.2
trace-1,gaussian,genome,0.5,4,left,power,0.0000000738,6639216.98220163,38351.1,38351.1
trace-1,gaussian,genome,0.5,4,left,runtime,0.0000000024,6639216.98220098,50896.2,50896.2
trace-1,gaussian,genome,0.5,4,left,runtime_ascending,0.0000001749,6639216.9822019,29659.2,29659.2
trace-1,gaussian,genome,0.5,4,none,energy,0.0000000862,6639216.98220127,95037,95037
trace-1,gaussian,genome,0.5,4,none,power,0.000000158,6639216.9822019,70775.9,70775.9
trace-1,gaussian,genome,0.5,4,none,runtime,0.0000000276,6639216.98220132,95037,95037
trace-1,gaussian,genome,0.5,4,none,runtime_ascending,2558.6338784455,6636658.34832362,93419,93419
trace-1,gaussian,genome,0.5,4,right-left,energy,0.0000000159,6639216.98220169,58253,58253
trace-1,gaussian,genome,0.5,4,right-left,power,0.0000000738,6639216.98220163,42568.1,42568.1
trace-1,gaussian,genome,0.5,4,right-left,runtime,0.0000000116,6639216.98220169,65609.8,65609.8
trace-1,gaussian,genome,0.5,4,right-left,runtime_ascending,0.0000001292,6639216.98220158,35900.4,35900.4
trace-1,gaussian,genome,0.5,8,left,energy,0.0000000235,6639216.98220132,52800,52800
trace-1,gaussian,genome,0.5,8,left,power,0.0000000741,6639216.98220163,44439.3,44439.3
trace-1,gaussian,genome,0.5,8,left,runtime,3E-10,6639216.98220098,53434.6,53434.6
trace-1,gaussian,genome,0.5,8,left,runtime_ascending,0.0000001552,6639216.98220192,36898.4,36898.4
trace-1,gaussian,genome,0.5,8,none,energy,0.0000000812,6639216.98220127,100113.8,100113.8
trace-1,gaussian,genome,0.5,8,none,power,0.0000001492,6639216.98220156,88880.4,88880.4
trace-1,gaussian,genome,0.5,8,none,runtime,0.0000000206,6639216.98220132,101383,101383
trace-1,gaussian,genome,0.5,8,none,runtime_ascending,2558.6338784769,6636658.34832358,94005.5,94005.5
trace-1,gaussian,genome,0.5,8,right-left,energy,0.0000000178,6639216.98220169,60791.4,60791.4
trace-1,gaussian,genome,0.5,8,right-left,power,0.0000000769,6639216.98220163,60422.1,60422.1
trace-1,gaussian,genome,0.5,8,right-left,runtime,0.00000001,6639216.9822017,69417.4,69417.4
trace-1,gaussian,genome,0.5,8,right-left,runtime_ascending,0.0000001288,6639216.98220158,43259,43259
trace-1,gaussian,genome,0.8,2,left,energy,0.0000000335,6639216.98220131,29608.2,29608.2
trace-1,gaussian,genome,0.8,2,left,power,0.000000079,6639216.98220162,25661,25661
trace-1,gaussian,genome,0.8,2,left,runtime,0.0000000213,6639216.98220096,29608.2,29608.2
trace-1,gaussian,genome,0.8,2,left,runtime_ascending,0.000000174,6639216.9822019,24605.5,24605.5
trace-1,gaussian,genome,0.8,2,none,energy,0.0000000833,6639216.98220126,41878.2,41878.2
trace-1,gaussian,genome,0.8,2,none,power,81.4328917151,6639135.54931035,36477.6,36477.6
trace-1,gaussian,genome,0.8,2,none,runtime,0.0000000372,6639216.9822013,41817,41817
trace-1,gaussian,genome,0.8,2,none,runtime_ascending,2558.6338784425,6636658.34832362,42866.8,42866.8
trace-1,gaussian,genome,0.8,2,right-left,energy,0.0000000143,6639216.98220169,31643,31643
trace-1,gaussian,genome,0.8,2,right-left,power,0.000000082,6639216.98220162,26767.6,26767.6
trace-1,gaussian,genome,0.8,2,right-left,runtime,0.0000000251,6639216.98220168,31643,31643
trace-1,gaussian,genome,0.8,2,right-left,runtime_ascending,0.0000001292,6639216.98220158,25733,25733
trace-1,gaussian,genome,0.8,4,left,energy,0.0000001479,6639216.9822012,28825.8,28825.8
trace-1,gaussian,genome,0.8,4,left,power,0.0000001245,6639216.98220159,21469,21469
trace-1,gaussian,genome,0.8,4,left,runtime,0.0000001444,6639216.98220084,21469,21469
trace-1,gaussian,genome,0.8,4,left,runtime_ascending,0.0000001549,6639216.98220192,37277.5,37277.5
trace-1,gaussian,genome,0.8,4,none,energy,63566.1508718438,6575650.8313295,95037,95037
trace-1,gaussian,genome,0.8,4,none,power,37672.3007776029,6601544.68142411,87705.3,87705.3
trace-1,gaussian,genome,0.8,4,none,runtime,62695.8590926957,6576521.12310865,95037,95037
trace-1,gaussian,genome,0.8,4,none,runtime_ascending,2558.6338784725,6636658.34832359,95764.1,95764.1
trace-1,gaussian,genome,0.8,4,right-left,energy,0.0000002936,6639216.98220179,28825.8,28825.8
trace-1,gaussian,genome,0.8,4,right-left,power,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0.8,4,right-left,runtime,0.0000003018,6639216.98220178,21469,21469
trace-1,gaussian,genome,0.8,4,right-left,runtime_ascending,0.0000001287,6639216.98220158,43793.7,43793.7
trace-1,gaussian,genome,0.8,8,left,energy,0.0000000282,6639216.98220131,64798.6,64798.6
trace-1,gaussian,genome,0.8,8,left,power,0.0000000741,6639216.98220162,61111.8,61111.8
trace-1,gaussian,genome,0.8,8,left,runtime,0.0000000067,6639216.98220097,64798.6,64798.6
trace-1,gaussian,genome,0.8,8,left,runtime_ascending,0.0000001771,6639216.9822019,38299.2,38299.2
trace-1,gaussian,genome,0.8,8,none,energy,0.000000077,6639216.98220127,134786.3,134786.3
trace-1,gaussian,genome,0.8,8,none,power,0.0000001552,6639216.98220188,129646.4,129646.4
trace-1,gaussian,genome,0.8,8,none,runtime,0.0000000217,6639216.98220133,129793,129793
trace-1,gaussian,genome,0.8,8,none,runtime_ascending,2558.6338784478,6636658.34832362,179726,179726
trace-1,gaussian,genome,0.8,8,right-left,energy,0.0000000099,6639216.9822017,75631,75631
trace-1,gaussian,genome,0.8,8,right-left,power,0.0000000769,6639216.98220162,77094.6,77094.6
trace-1,gaussian,genome,0.8,8,right-left,runtime,0.0000000108,6639216.9822017,75631,75631
trace-1,gaussian,genome,0.8,8,right-left,runtime_ascending,0.0000001292,6639216.98220158,53120.4,53120.4
trace-1,gaussian,montage,0,2,left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,2,left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,2,none,energy,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,none,power,0.0000029018,5346643.13364804,20662,20662
trace-1,gaussian,montage,0,2,none,runtime,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,none,runtime_ascending,0.0000043599,5346643.13364532,20662,20662
trace-1,gaussian,montage,0,2,right-left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,right-left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,2,right-left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,2,right-left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,4,left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,4,left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,4,none,energy,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,none,power,0.0000029018,5346643.13364804,20662,20662
trace-1,gaussian,montage,0,4,none,runtime,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,none,runtime_ascending,0.0000043599,5346643.13364532,20662,20662
trace-1,gaussian,montage,0,4,right-left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,right-left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,4,right-left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,4,right-left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,8,left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,8,left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,8,none,energy,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,none,power,0.0000029018,5346643.13364804,20662,20662
trace-1,gaussian,montage,0,8,none,runtime,1E-10,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,none,runtime_ascending,0.0000043599,5346643.13364532,20662,20662
trace-1,gaussian,montage,0,8,right-left,energy,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,right-left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0,8,right-left,runtime,0,5346643.13365095,20662,20662
trace-1,gaussian,montage,0,8,right-left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,left,runtime_ascending,0,5346643.13365095,21365.1,21365.1
trace-1,gaussian,montage,0.5,2,none,energy,0.0000000055,5346643.13365094,33465,33465
trace-1,gaussian,montage,0.5,2,none,power,0.0000000024,5346643.13365094,31212,31212
trace-1,gaussian,montage,0.5,2,none,runtime,0.0000000055,5346643.13365094,33465,33465
trace-1,gaussian,montage,0.5,2,none,runtime_ascending,0,5346643.13365095,27693,27693
trace-1,gaussian,montage,0.5,2,right-left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,right-left,power,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,right-left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,2,right-left,runtime_ascending,0,5346643.13365095,21365.1,21365.1
trace-1,gaussian,montage,0.5,4,left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,4,left,power,8E-10,5346643.13365095,22756.8,22756.8
trace-1,gaussian,montage,0.5,4,left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,4,left,runtime_ascending,0,5346643.13365095,22763.8,22763.8
trace-1,gaussian,montage,0.5,4,none,energy,15827.5288551587,5330815.60479579,57460.8,57460.8
trace-1,gaussian,montage,0.5,4,none,power,14119.3170169527,5332523.81663399,51671.5,51671.5
trace-1,gaussian,montage,0.5,4,none,runtime,15827.5288551587,5330815.60479579,57532,57532
trace-1,gaussian,montage,0.5,4,none,runtime_ascending,0,5346643.13365095,41680,41680
trace-1,gaussian,montage,0.5,4,right-left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,4,right-left,power,8E-10,5346643.13365095,22756.8,22756.8
trace-1,gaussian,montage,0.5,4,right-left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,4,right-left,runtime_ascending,0,5346643.13365095,22763.8,22763.8
trace-1,gaussian,montage,0.5,8,left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,8,left,power,9E-10,5346643.13365095,27275.7,27275.7
trace-1,gaussian,montage,0.5,8,left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,8,left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,8,none,energy,287.2217405293,5346355.91191042,125570,125570
trace-1,gaussian,montage,0.5,8,none,power,6291.0137824482,5340352.1198685,102848.2,102848.2
trace-1,gaussian,montage,0.5,8,none,runtime,0.0000000025,5346643.13365094,125570,125570
trace-1,gaussian,montage,0.5,8,none,runtime_ascending,59419.6026167029,5287223.53103424,86799,86799
trace-1,gaussian,montage,0.5,8,right-left,energy,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,8,right-left,power,9E-10,5346643.13365095,27275.7,27275.7
trace-1,gaussian,montage,0.5,8,right-left,runtime,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.5,8,right-left,runtime_ascending,0.0000000018,5346643.13365094,20662,20662
trace-1,gaussian,montage,0.8,2,left,energy,0.0000000017,5346643.13365094,22473.2,22473.2
trace-1,gaussian,montage,0.8,2,left,power,0,5346643.13365058,21786.9,21786.9
trace-1,gaussian,montage,0.8,2,left,runtime,0.0000000017,5346643.13365094,22473.2,22473.2
trace-1,gaussian,montage,0.8,2,left,runtime_ascending,0,5346643.13365095,21786.9,21786.9
